estimator_global_position.lat,estimator_global_position.lon,home_position.lat,home_position.lon,radio_status.rxerrors,radio_status.fix,radio_status.rssi,radio_status.noise,radio_status.remote_noise,sensor_gps.lat,sensor_gps.lon,vehicle_global_position.lat,vehicle_global_position.lon,vehicle_gps_position.lat,vehicle_gps_position.lon
47.32426250687754,38.77561849034167,47.32426256025722,38.77561849835566,4,0,95,49,26,473242617,387756182,47.32426250687754,38.77561849034167,473242617,387756182
47.324262504789665,38.77561849000845,47.32426220607529,38.77561841467676,4,0,97,44,42,473242615,387756182,47.324262504789665,38.77561849000845,473242615,387756182
47.324262159095895,38.77561835903343,47.32426220607529,38.77561841467676,4,0,98,55,36,473242613,387756182,47.324262434860366,38.775618477976444,473242615,387756182
47.324261764996876,38.775618175461325,47.32426220607529,38.77561841467676,4,0,100,53,28,473242608,387756181,47.32426234810377,38.77561845577484,473242613,387756182
47.32426151428038,38.775617198978516,,,4,0,94,57,34,473242603,387756171,47.32426226352296,38.77561843806939,473242611,387756182
47.324263634139044,38.77561389929704,,,4,0,97,54,54,473242625,387756141,47.32426220734409,38.77561841679845,473242608,387756181
47.32426819722278,38.77561017149524,,,4,0,116,50,33,473242672,387756102,47.324262159095895,38.77561835903343,473242606,387756180
47.32426719015618,38.775611702284394,,,4,0,124,57,40,473242662,387756120,47.32426210224698,38.77561830343123,473242603,387756171
47.3242633443417,38.775616320103204,,,4,0,128,53,28,473242626,387756162,47.32426202651883,38.77561825338701,473242604,387756163
47.324259172640105,38.77562625940309,,,4,0,135,57,32,473242580,387756263,47.32426193931519,38.77561820596995,473242625,387756141
47.32425700884793,38.77562371763884,,,4,0,131,49,35,473242561,387756247,47.324261852432095,38.77561817391863,473242646,387756124
47.32425974962126,38.775609748368645,,,4,0,122,57,33,473242589,387756109,47.324261764996876,38.775618175461325,473242672,387756102
47.32426541366642,38.77558741826384,,,4,0,110,48,54,473242639,387755891,47.324261668650585,38.77561813284645,473242673,387756101
47.32427505012317,38.77556507634932,,,4,0,107,45,41,473242789,387755613,47.32426158775181,38.775617979921456,473242662,387756120
47.32428892120141,38.775543065775544,,,4,0,101,48,21,473243096,387755195,47.32426151091191,38.775617725463015,473242651,387756136
