estimator_global_position.lat,estimator_global_position.lon,home_position.lat,home_position.lon,radio_status.rxerrors,radio_status.fix,radio_status.rssi,radio_status.noise,radio_status.remote_noise,sensor_gps.lat,sensor_gps.lon,vehicle_global_position.lat,vehicle_global_position.lon,vehicle_gps_position.lat,vehicle_gps_position.lon
47.32426591132212,38.77564552425379,47.32426592463837,38.77564548479957,2,0,135,62,47,473242656,387756461,47.32426591132212,38.77564552425379,473242656,387756461
47.324265910269354,38.77564552632863,47.32426576534305,38.77564565414849,2,0,135,66,55,473242656,387756461,47.324265910269354,38.77564552632863,473242656,387756461
47.324265813478135,38.775645652822135,47.32426576534305,38.77564565414849,2,0,135,57,56,473242655,387756462,47.32426591109807,38.77564556610639,473242655,387756461
47.324265659598936,38.775645752984666,47.32426576534305,38.77564565414849,2,0,135,65,59,473242654,387756464,47.32426589530532,38.77564560775961,473242655,387756462
47.32426574101874,38.77564537510636,,,2,0,128,63,53,473242653,387756462,47.32426586798993,38.775645646029126,473242655,387756463
47.324266741671934,38.775642536296075,,,2,0,134,62,56,473242664,387756435,47.32426584426277,38.77564566419353,473242654,387756464
47.3242681750413,38.77563949725071,,,2,0,138,53,54,473242681,387756403,47.324265813478135,38.775645652822135,473242654,387756464
47.32426871500152,38.7756406029527,,,2,0,142,63,49,473242687,387756410,47.32426577169187,38.77564565492614,473242653,387756462
47.32426820647459,38.77564065174624,,,2,0,135,64,52,473242677,387756422,47.3242657384672,38.775645670801595,473242657,387756449
47.32426812513962,38.775630626266555,,,2,0,124,57,58,473242675,387756322,47.324265709819215,38.77564570908663,473242664,387756435
47.32426726945284,38.77561694849508,,,2,0,124,58,45,473242534,387756133,47.32426568965135,38.775645740283494,473242674,387756415
47.324261526496414,38.77560280217241,,,2,0,130,63,51,473242069,387755884,47.324265659598936,38.775645752984666,473242681,387756403
47.32425791960489,38.77559612250968,,,2,0,123,58,45,473241631,387755620,47.32426562762216,38.77564576597042,473242684,387756400
47.32425685621677,38.77559319819821,,,2,0,120,60,50,473241192,387755356,47.3242656223915,38.77564576092002,473242687,387756410
47.32425818698709,38.77559204836565,,,2,0,112,69,52,473240733,387755086,47.32426560859927,38.77564571937944,473242680,387756423
47.324265264029236,38.775594871677605,,,2,0,113,62,42,473240287,387754813,47.32426565027833,38.77564560133166,473242677,387756422
47.32426596769412,38.77559720864929,,,2,0,99,59,48,473239751,387754486,47.32426574101874,38.77564537510636,473242675,387756371
47.32425908169953,38.77559559268078,,,2,0,86,61,45,473239394,387754269,47.32426581311577,38.77564498986138,473242675,387756322
47.32423103400098,38.77558658991037,,,2,0,79,58,41,473238948,387753996,47.32426593302305,38.77564445155898,473242645,387756218
47.32422541200744,38.77558151219091,,,2,0,74,54,41,473238501,387753724,47.32426609922359,38.7756438775956,473242534,387756133
47.32417310955343,38.77554817542794,,,3,0,76,57,49,473238055,387753452,47.32426643942725,38.775643250191614,473242243,387755991
47.324247536495,38.77559105323095,,,3,0,82,46,51,473241718,387755437,47.324266741671934,38.775642536296075,473242069,387755884
47.32428657472146,38.775614929849425,,,3,0,82,42,51,473242402,387755572,47.32426711452349,38.77564185049778,473241806,387755726
47.324280427437735,38.775606017245074,,,,,,,,473242769,387755719,47.32426742172008,38.77564108144799,473241631,387755620
,,,,,,,,,,,47.32426769398526,38.775640391643535,473241368,387755461
,,,,,,,,,,,47.32426789369884,38.77563985754851,473241192,387755356
,,,,,,,,,,,47.3242681750413,38.77563949725071,473240911,387755194
,,,,,,,,,,,47.324268507113274,38.77563944683606,473240733,387755086
,,,,,,,,,,,47.32426870293955,38.77563950492449,473240465,387754922
,,,,,,,,,,,47.32426870182889,38.77563970183818,473240287,387754813
,,,,,,,,,,,47.32426865544774,38.77564009765955,473240019,387754650
,,,,,,,,,,,47.32426871500152,38.7756406029527,473239751,387754486
,,,,,,,,,,,47.32426868816002,38.775641199677686,473239573,387754378
,,,,,,,,,,,47.3242685670917,38.775641791786434,473239394,387754269
,,,,,,,,,,,47.3242684124331,38.77564198433536,473239126,387754105
,,,,,,,,,,,47.324268294258275,38.77564164204435,473238948,387753996
,,,,,,,,,,,47.32426820647459,38.77564065174624,473238680,387753833
,,,,,,,,,,,47.32426807498559,38.77563912217226,473238501,387753724
,,,,,,,,,,,47.3242680452268,38.77563725942865,473238234,387753561
,,,,,,,,,,,47.324268081437026,38.77563519910786,473238055,387753452
,,,,,,,,,,,47.32426810781733,38.775633003751324,473241222,387755440
,,,,,,,,,,,47.32426812513962,38.775630626266555,473241718,387755437
,,,,,,,,,,,47.324268116461866,38.77562810947419,473242191,387755535
,,,,,,,,,,,47.324268135260255,38.775625489741174,473242402,387755572
,,,,,,,,,,,47.32426805652867,38.7756227553069,473242612,387755648
,,,,,,,,,,,47.324267825817536,38.77561990647032,473242769,387755719
,,,,,,,,,,,47.32426726945284,38.77561694849508,,
,,,,,,,,,,,47.324266645096,38.775614085162,,
,,,,,,,,,,,47.32426552453888,38.775611196052644,,
,,,,,,,,,,,47.324264172610775,38.77560830504252,,
,,,,,,,,,,,47.32426278857074,38.77560545221519,,
,,,,,,,,,,,47.324261526496414,38.77560280217241,,
,,,,,,,,,,,47.32426045748999,38.77560059697251,,
,,,,,,,,,,,47.3242595969616,38.77559893617936,,
,,,,,,,,,,,47.32425890051981,38.77559775408126,,
,,,,,,,,,,,47.32425834705648,38.77559686278275,,
,,,,,,,,,,,47.32425791960489,38.77559612250968,,
,,,,,,,,,,,47.324257851617936,38.7755955735606,,
,,,,,,,,,,,47.32425747021198,38.77559489956857,,
,,,,,,,,,,,47.324257251279015,38.77559429622894,,
,,,,,,,,,,,47.32425704037589,38.775593744240204,,
,,,,,,,,,,,47.32425685621677,38.77559319819821,,
,,,,,,,,,,,47.32425652385611,38.77559256787371,,
,,,,,,,,,,,47.32425600406884,38.77559188421837,,
,,,,,,,,,,,47.32425622319655,38.77559164843548,,
,,,,,,,,,,,47.32425703519256,38.77559177473368,,
,,,,,,,,,,,47.32425818698709,38.77559204836565,,
,,,,,,,,,,,47.3242594992005,38.77559242912771,,
,,,,,,,,,,,47.3242609243367,38.77559290756837,,
,,,,,,,,,,,47.3242624312047,38.77559349025441,,
,,,,,,,,,,,47.324263953896576,38.775594160898734,,
,,,,,,,,,,,47.324265264029236,38.775594871677605,,
,,,,,,,,,,,47.3242662339389,38.77559552541223,,
,,,,,,,,,,,47.32426677271574,38.775596052478136,,
,,,,,,,,,,,47.324266835321886,38.77559650014892,,
,,,,,,,,,,,47.32426645510856,38.77559691382554,,
,,,,,,,,,,,47.32426596769412,38.77559720864929,,
,,,,,,,,,,,47.32426554214575,38.77559712637246,,
,,,,,,,,,,,47.32426509687854,38.77559664910742,,
,,,,,,,,,,,47.32426454351828,38.775596174417316,,
,,,,,,,,,,,47.32426287111783,38.775596026815904,,
,,,,,,,,,,,47.32425908169953,38.77559559268078,,
,,,,,,,,,,,47.3242543401969,38.7755943975513,,
,,,,,,,,,,,47.32424859680794,38.77559287668304,,
,,,,,,,,,,,47.324242872152546,38.77559162551636,,
,,,,,,,,,,,47.32423671741916,38.77559015485182,,
,,,,,,,,,,,47.32423103400098,38.77558658991037,,
,,,,,,,,,,,47.32420077894815,38.775589916919174,,
,,,,,,,,,,,47.32419949425045,38.77558923723201,,
,,,,,,,,,,,47.324131272134245,38.77555618758088,,
,,,,,,,,,,,47.32413036366627,38.775555828335776,,
,,,,,,,,,,,47.32412329512143,38.77555160737423,,
,,,,,,,,,,,47.324145519460515,38.77555591017878,,
,,,,,,,,,,,47.32418637147296,38.7755780254629,,
,,,,,,,,,,,47.32422426910016,38.77560044828485,,
,,,,,,,,,,,47.32425313134587,38.77561188326628,,
,,,,,,,,,,,47.32427265325424,38.77562085486603,,
,,,,,,,,,,,47.324284530179796,38.775630198438456,,
,,,,,,,,,,,47.32429103938842,38.775637801152314,,
,,,,,,,,,,,47.32429229274387,38.775640921676924,,
,,,,,,,,,,,47.32429186621031,38.775641444121455,,
,,,,,,,,,,,47.32429066639549,38.77564006712883,,
,,,,,,,,,,,47.324289171333305,38.77563804571086,,
,,,,,,,,,,,47.32428773901,38.775636135369744,,
,,,,,,,,,,,47.32428645441104,38.775633846393895,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
