estimator_global_position.lat,estimator_global_position.lon,home_position.lat,home_position.lon,radio_status.rxerrors,radio_status.fix,radio_status.rssi,radio_status.noise,radio_status.remote_noise,sensor_gps.lat,sensor_gps.lon,vehicle_global_position.lat,vehicle_global_position.lon,vehicle_gps_position.lat,vehicle_gps_position.lon
47.32426783640443,38.775632832283584,47.32426766241954,38.77563287994383,1,0,92,47,20,473242678,387756325,47.324267641278226,38.7756328649931,473242678,387756325
47.32426783631866,38.775632831524426,47.324267577245365,38.77563246497382,2,0,91,49,20,473242678,387756325,47.32426764017184,38.77563286456528,473242678,387756325
47.32426781590209,38.77563266704272,47.324267577245365,38.77563246497382,2,0,96,57,22,473242678,387756323,47.32426763492725,38.7756328466823,473242678,387756324
47.32426784008382,38.77563251347634,47.324267577245365,38.77563246497382,2,0,96,50,20,473242678,387756320,47.32426763437406,38.77563279388108,473242678,387756323
47.32426811649476,38.77563236147656,47.32422396214598,38.77510996024552,2,0,96,51,22,473242679,387756319,47.324267598206546,38.77563273218106,473242678,387756321
47.32426995567369,38.77563066177332,,,2,0,92,50,21,473242693,387756308,47.32426760067233,38.77563265466361,473242678,387756320
47.324272076053596,38.77562811311215,,,2,0,114,54,19,473242717,387756279,47.32426758423529,38.7756325624137,473242677,387756319
47.324273120833475,38.77562790428725,,,2,0,122,55,21,473242727,387756273,47.324267574955414,38.77563248073036,473242679,387756319
47.324273114632454,38.77563033752588,,,2,0,125,63,20,473242734,387756292,47.32426758226268,38.775632386662416,473242686,387756315
47.32426846749634,38.77563278106644,,,2,0,135,48,21,473242695,387756337,47.324267608635736,38.77563230485492,473242693,387756308
47.32426521219281,38.77562501339769,,,2,0,132,48,18,473242642,387756272,47.32426764930598,38.77563222836552,473242708,387756290
47.324268377321715,38.7756093867291,,,2,0,128,59,21,473242656,387756128,47.32426767728714,38.77563215158668,473242717,387756279
47.32427900789697,38.77559059118369,,,2,0,114,57,18,473242755,387755945,47.32426766348738,38.77563212684278,473242724,387756275
