timestamp;vehicle_gps_position.lat;vehicle_gps_position.lon;vehicle_gps_position.alt;vehicle_gps_position.eph;vehicle_gps_position.epv;vehicle_gps_position.hdop;vehicle_gps_position.vdop;vehicle_gps_position.noise_per_ms;vehicle_gps_position.satellites_used;vehicle_air_data.baro_alt_meter;vehicle_local_position.dist_bottom;vehicle_local_position.z
255112239;473242543;387756369;38676;0.791;1.125;0.56;0.96999997;99;19;28.159199;0.10049298;-0.13876812
255122534;473242543;387756370;38683;0.791;1.125;0.56;0.96999997;99;19;28.159199;0.100369014;-0.13862832
255212204;473242543;387756370;38683;0.791;1.125;0.56;0.96999997;99;19;28.11428;0.1;-0.13760267
255312089;473242543;387756370;38683;0.791;1.125;0.56;0.96999997;99;19;28.219973;0.1;-0.13637812
255412467;473242543;387756369;38689;0.79;1.126;0.56;0.96999997;99;19;28.262249;0.1;-0.1359309
255512045;473242543;387756369;38689;0.79;1.126;0.56;0.96999997;99;19;28.262249;0.1;-0.13541244
255612405;473242543;387756369;38689;0.79;1.126;0.56;0.96999997;99;19;28.053507;0.1;-0.13528904
255711993;473242543;387756369;38689;0.79;1.126;0.56;0.96999997;99;19;28.053507;0.1;-0.13599733
255811962;473242544;387756370;38703;0.79;1.126;0.56;0.96999997;99;19;28.053507;0.1;-0.13716279
255921665;473242544;387756370;38703;0.79;1.126;0.56;0.96999997;99;19;28.053507;0.1;-0.13843748
256011532;473242544;387756370;38703;0.79;1.126;0.56;0.96999997;99;19;28.177696;0.1;-0.13947424
256111486;473242544;387756370;38703;0.79;1.126;0.56;0.96999997;99;19;28.177696;0.1;-0.14082727
256211787;473242544;387756370;38703;0.79;1.126;0.56;0.96999997;99;19;28.241112;0.1;-0.14220656
256311322;473242544;387756370;38715;0.78900003;1.1270001;0.56;0.96999997;99;19;28.241112;0.1;-0.14438523
256411705;473242544;387756370;38715;0.78900003;1.1270001;0.56;0.96999997;99;19;28.116922;0.1;-0.14626089
256511210;473242544;387756370;38715;0.78900003;1.1270001;0.56;0.96999997;99;19;28.116922;0.1;-0.14730288
256611641;473242544;387756370;38715;0.78900003;1.1270001;0.56;0.96999997;99;19;27.926676;0.10047916;-0.14795105
256716296;473242544;387756370;38715;0.78900003;1.1270001;0.56;0.96999997;99;19;27.926676;0.10019607;-0.14779182
256816421;473242544;387756369;38727;0.78900003;1.1270001;0.56;0.96999997;99;19;27.968952;0.10008965;-0.14771278
256915945;473242544;387756369;38727;0.78900003;1.1270001;0.56;0.96999997;99;19;27.968952;0.10048976;-0.1481129
257015851;473242544;387756369;38727;0.78900003;1.1270001;0.56;0.96999997;99;19;27.802486;0.10099731;-0.14862044
257115774;473242544;387756369;38727;0.78900003;1.1270001;0.56;0.96999997;99;19;27.802486;0.1016378;-0.14926094
257215823;473242544;387756369;38727;0.78900003;1.1270001;0.56;0.96999997;99;19;27.844765;0.10228003;-0.14990316
257315720;473242545;387756368;38752;0.78900003;1.128;0.56;0.96999997;99;19;27.844765;0.10250712;-0.14955178
257415982;473242545;387756368;38752;0.78900003;1.128;0.56;0.96999997;99;19;28.325666;0.10355956;-0.15060422
257515565;473242545;387756368;38752;0.78900003;1.128;0.56;0.96999997;99;19;28.325666;0.105929144;-0.1529738
257615771;473242545;387756368;38752;0.78900003;1.128;0.56;0.96999997;99;19;28.138062;0.10936775;-0.15641241
257715407;473242545;387756368;38752;0.78900003;1.128;0.56;0.96999997;99;19;28.138062;0.11215795;-0.1592026
257815456;473242546;387756362;38790;0.78800005;1.128;0.56;0.96999997;99;19;28.032368;0.11488148;-0.16192614
257915279;473242546;387756362;38790;0.78800005;1.128;0.56;0.96999997;99;19;28.032368;0.11768844;-0.1647331
258015509;473242546;387756362;38790;0.78800005;1.128;0.56;0.96999997;99;19;28.38644;0.121237464;-0.16828212
258115059;473242546;387756362;38790;0.78800005;1.128;0.56;0.96999997;99;19;28.38644;0.12922323;-0.17626788
258215764;473242546;387756362;38790;0.78800005;1.128;0.56;0.96999997;99;19;28.552904;0.14385062;-0.19089529
258315091;473242554;387756351;38899;0.786;1.121;0.56;0.96999997;99;19;28.552904;0.16795886;-0.21500352
258415225;473242554;387756351;38899;0.786;1.121;0.56;0.96999997;99;19;28.241112;0.19745824;-0.24450289
258515003;473242554;387756351;38899;0.786;1.121;0.56;0.96999997;99;19;28.241112;0.22413087;-0.27117553
258615188;473242554;387756351;38899;0.786;1.121;0.56;0.96999997;99;19;28.156557;0.25289732;-0.299942
258714702;473242554;387756351;38899;0.786;1.121;0.56;0.96999997;99;19;28.156557;0.28013176;-0.32717642
258815284;473242561;387756342;39027;0.78700006;1.12;0.56;0.96999997;99;19;28.555548;0.31348297;-0.36052763
258914506;473242561;387756342;39027;0.78700006;1.12;0.56;0.96999997;99;19;28.555548;0.3548424;-0.40188706
259014893;473242561;387756342;39027;0.78700006;1.12;0.56;0.96999997;99;19;28.428717;0.40255383;-0.4495985
259114487;473242561;387756342;39027;0.78700006;1.12;0.56;0.96999997;99;19;28.428717;0.45025098;-0.49729565
259214707;473242561;387756342;39027;0.78700006;1.12;0.56;0.96999997;99;19;28.867342;0.5097849;-0.5568295
259314217;473242567;387756330;39435;0.786;1.1170001;0.56;0.96999997;99;19;28.867342;0.5710803;-0.61812496
259414790;473242567;387756330;39435;0.786;1.1170001;0.56;0.96999997;99;19;29.179136;0.6427098;-0.6897544
259514083;473242567;387756330;39435;0.786;1.1170001;0.56;0.96999997;99;19;29.179136;0.71473217;-0.7617768
259614432;473242567;387756330;39435;0.786;1.1170001;0.56;0.96999997;99;19;28.930756;0.794556;-0.84160066
259714109;473242567;387756330;39435;0.786;1.1170001;0.56;0.96999997;99;19;28.930756;0.8775811;-0.92462575
259814067;473242569;387756322;39825;0.78700006;1.1170001;0.56;0.96999997;99;19;29.179136;0.9679786;-1.0150232
259913827;473242569;387756322;39825;0.78700006;1.1170001;0.56;0.96999997;99;19;29.179136;1.0600274;-1.107072
260014368;473242569;387756322;39825;0.78700006;1.1170001;0.56;0.96999997;99;19;29.49357;1.1593504;-1.206395
260113919;473242569;387756322;39825;0.78700006;1.1170001;0.56;0.96999997;99;19;29.49357;1.2654383;-1.312483
260213857;473242569;387756322;39825;0.78700006;1.1170001;0.56;0.96999997;99;19;29.74459;1.3804573;-1.4275019
260313516;473242573;387756320;40557;0.78700006;1.115;0.56;0.96999997;99;19;29.74459;1.4929825;-1.5400271
260414154;473242573;387756320;40557;0.78700006;1.115;0.56;0.96999997;99;19;29.847641;1.6044087;-1.6514534
260513423;473242573;387756320;40557;0.78700006;1.115;0.56;0.96999997;99;19;29.847641;1.7125351;-1.7595798
260613650;473242573;387756320;40557;0.78700006;1.115;0.56;0.96999997;99;19;30.1198;1.8160031;-1.8630477
260713438;473242573;387756320;40557;0.78700006;1.115;0.56;0.96999997;99;19;30.1198;1.9191577;-1.9662024
260813112;473242571;387756327;40993;0.78700006;1.1140001;0.56;0.96999997;99;19;30.703754;2.0171251;-2.06417
260913006;473242571;387756327;40993;0.78700006;1.1140001;0.56;0.96999997;99;19;30.703754;2.11637;-2.1634147
261013097;473242571;387756327;40993;0.78700006;1.1140001;0.56;0.96999997;99;19;30.849081;2.2127726;-2.2598174
261113086;473242571;387756327;40993;0.78700006;1.1140001;0.56;0.96999997;99;19;30.849081;2.3142903;-2.361335
261212985;473242567;387756328;41367;0.78800005;1.1140001;0.56;0.96999997;99;19;30.87022;2.411536;-2.4585807
261312822;473242567;387756328;41367;0.78800005;1.1140001;0.56;0.96999997;99;19;30.87022;2.5106683;-2.557713
261414484;473242567;387756328;41367;0.78800005;1.1140001;0.56;0.96999997;99;19;31.078962;2.5958142;-2.642859
261512690;473242567;387756328;41367;0.78800005;1.1140001;0.56;0.96999997;99;19;31.078962;2.6770244;-2.724069
261614094;473242567;387756328;41367;0.78800005;1.1140001;0.56;0.96999997;99;19;31.49645;2.7417707;-2.7888155
261714247;473242566;387756314;41643;0.786;1.113;0.56;0.96999997;99;19;31.49645;2.801193;-2.8482378
261812837;473242566;387756314;41643;0.786;1.113;0.56;0.96999997;99;19;31.705193;2.8458095;-2.8928542
261908969;473242566;387756314;41643;0.786;1.113;0.56;0.96999997;99;19;31.705193;2.8876746;-2.9347193
262019223;473242566;387756314;41643;0.786;1.113;0.56;0.96999997;99;19;31.51759;2.9235513;-2.970596
262119299;473242566;387756314;41643;0.786;1.113;0.56;0.96999997;99;19;31.51759;2.951215;-2.9982598
262208891;473242566;387756277;41627;0.786;1.113;0.56;0.96999997;99;19;30.975914;2.9633;-3.0103447
262308715;473242566;387756277;41627;0.786;1.113;0.56;0.96999997;99;19;30.975914;2.9773188;-3.0243635
262419186;473242566;387756277;41627;0.786;1.113;0.56;0.96999997;99;19;31.078962;2.9827194;-3.0297642
262508513;473242566;387756277;41627;0.786;1.113;0.56;0.96999997;99;19;31.078962;2.9861443;-3.033189
262608973;473242566;387756277;41627;0.786;1.113;0.56;0.96999997;99;19;30.975914;2.980658;-3.0277028
262706859;473242566;387756277;41627;0.786;1.113;0.56;0.96999997;99;19;30.975914;2.9712656;-3.0183103
262816801;473242564;387756199;41478;0.786;1.1140001;0.56;0.96999997;99;19;31.184656;2.9545906;-3.0016353
262908654;473242564;387756199;41478;0.786;1.1140001;0.56;0.96999997;99;19;31.184656;2.948764;-2.9958088
263018101;473242564;387756199;41478;0.786;1.1140001;0.56;0.96999997;99;19;31.308844;2.9489145;-2.9959593
263116478;473242564;387756199;41478;0.786;1.1140001;0.56;0.96999997;99;19;31.308844;2.9487872;-2.995832
263208197;473242564;387756199;41478;0.786;1.1140001;0.56;0.96999997;99;19;31.308844;2.9520822;-2.999127
263317948;473242560;387756146;41501;0.78700006;1.113;0.56;0.96999997;107;19;30.975914;2.955045;-3.0020897
263406460;473242560;387756146;41501;0.78700006;1.113;0.56;0.96999997;107;19;30.809446;2.9555833;-3.002628
263516366;473242560;387756146;41501;0.78700006;1.113;0.56;0.96999997;107;19;30.809446;2.9417155;-2.9887602
263617748;473242560;387756146;41501;0.78700006;1.113;0.56;0.96999997;107;19;30.87022;2.9048445;-2.9518893
263718118;473242565;387756064;41195;0.78900003;1.1140001;0.56;0.96999997;107;19;30.87022;2.8456807;-2.8927255
263816013;473242565;387756064;41195;0.78900003;1.1140001;0.56;0.96999997;107;19;30.827942;2.7598069;-2.8068516
263915899;473242565;387756064;41195;0.78900003;1.1140001;0.56;0.96999997;107;19;30.827942;2.6750677;-2.7221124
264016677;473242565;387756064;41195;0.78900003;1.1140001;0.56;0.96999997;107;19;30.431595;2.5870697;-2.6341145
264115768;473242565;387756064;41195;0.78900003;1.1140001;0.56;0.96999997;107;19;30.431595;2.5146184;-2.5616632
264216134;473242565;387756064;41195;0.78900003;1.1140001;0.56;0.96999997;107;19;29.86878;2.4441442;-2.491189
264315896;473242572;387755967;40720;0.79300004;1.1190001;0.56;0.96999997;107;19;29.86878;2.3807652;-2.42781
